Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.975000024,0,1,0,0,0,0,0.558398239,0,0.170803193,1,0,0,2.239166363,1,0,1,0,0,0.76938956,0,0,1,0,0,0,0,0,0,0,0,0,0,1.033303666,0
0.334,0.925000012,0,1,0.400982317,1,0.324903254,1,0.137715224,0,0,0,0,0,0,0,0,0,0,0,2.264399065,1,0,0,0.761446789,1,0.549205221,1,1.610478928,0,0,0,0,0,0,1
0.667,0.975000024,0,1,0.135884523,0,1.083295762,1,0.859216287,0,0.372860587,1,0.751168046,1,1.442283063,1,1.980810181,1,0,0,2.548600826,1,0,0,0,1,0.234750372,1,0.196209522,0,0,0,0,0,0,1
1.001,0.975000024,1.028830017,1,0,0,1.398838711,1,1.000597277,1,0,0,0.708790842,0,2.384429161,1,2.951741814,1,0,0,0.748066189,0,2.909069849,1,1.729042226,0,0.01253576,0,1.406784977,0,3.103901503,0,1.031590648,0,0,0
1.334,0.975000024,0.373480329,1,0,0,0.270992814,1,0.721045103,1,0.431550129,0,1.320170977,1,0.493506015,1,0.974231877,1,0,0,0.964738833,0,3.813198695,1,4.320907057,1,0,0,2.535569591,0,1.417299247,0,2.274546917,1,0,0
1.668,0.975000024,0.507884737,1,0.567336134,0,0,1,0.766202595,0,0.162332009,0,0.329489003,1,2.382137524,1,2.506198307,1,0,0,1.757197168,1,0,0,0,0,0.285342194,1,0,0,0,0,0,0,0,1
2.001,0.975000024,0.512679253,1,1.023362261,1,0,1,0.740447432,0,0.385578251,0,0.487403571,1,2.070223051,1,2.536852315,1,0,0,1.449570278,1,0,0,0,0,0.096746287,1,0,0,0,1,0,0,0,1
2.335,0.975000024,0,0,0.098649789,0,0,0,0.994159708,0,0.178879986,0,0,1,0,0,1.21237744,1,0.652890022,0,1.768016195,1,0,0,0,0,0.074838766,1,0,0,0.642463566,1,0,0,0.005924699,1
2.669,0.975000024,0.064926216,1,0,0,0,0,0.917017691,1,0,0,0,0,3.027818001,1,0.429329958,1,0.402479096,0,0.148804866,0,0.19858068,1,0.108137792,0,0,0,0,0,0,0,0,0,0,0
3.002,0.875,0.7649989,1,0,0,0.321753322,0,0.032160607,0,0,0,0,0,0.341941176,0,0.172085684,0,0,0,1.600706868,1,0,0,0.623441028,1,0.720870391,1,1.407642103,0,0,0,0,0,0,1
