Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.875,0.943047642,1,0.701607603,0,0.568806121,0,0.691729936,0,0,0,0.658914794,1,0,0,0.05589075,1,0.873863777,0,0,1,0,0,0,0,0.654946138,1,0.46292598,1,0,1,0,0,0.557161962,1
0.334,0.875,0.661631958,0,0.673757504,0,0.514701386,0,1.382716743,1,0,0,0.173112619,1,0,0,0,1,0,0,0.043522363,1,0,0,0.787174954,1,0.362004155,1,1.064143828,0,0,0,0,0,0.275132755,1
0.667,0.975000024,0.195686597,0,0.38755753,0,0,0,0.608509575,0,0,0,0.768161561,1,0.313383854,0,0.793994576,1,0.713937621,0,0,0,0.069877495,1,1.318078237,1,0,0,1.921377493,0,0,0,0,0,1.179705593,0
1.001,0.975000024,0.155640988,0,0.109872294,0,0.583178253,0,0.941962918,0,0,0,0,1,0.518323433,0,0.178419312,0,0.261232539,0,0.030702275,1,1.689015473,1,1.812217794,1,0,0,1.851685017,0,0,0,0,0,0.911977446,1
1.334,0.975000024,0.463457929,0,0.104528545,0,0.365800025,0,0.195018471,0,0,0,0.594776746,1,1.33185929,1,1.750204271,1,1.377949041,0,0.205060232,0,0,0,1.060625725,1,0,0,1.273180415,0,0,0,0.439317918,0,0.483128604,0
1.668,0.975000024,0.412499352,0,0.420146363,0,0.775750029,1,0.601642145,0,0,0,0.991450719,1,0.62933615,1,1.34986696,1,0.376959891,0,0.579248586,0,0,0,0.327852724,1,0,0,0.570479167,0,0,0,0,0,0.108326767,0
2.001,0.975000024,0.034930763,0,0.498042697,0,1.015578371,0,0.015853981,0,0,0,0.796738431,1,1.224449638,1,2.755212554,1,0,0,0.05374884,0,0,0,0.493551451,1,0,0,1.140279878,0,0,0,0,0,0.72179213,0
2.335,0.975000024,0.017064175,0,0.118711921,0,0.498311983,0,0,0,0,0,0.742293277,1,0.299318467,1,1.162551523,1,0,0,0,0,2.222567545,1,0,0,0,0,0.607026558,0,0,0,0,0,0.825106529,1
2.669,0.875,0.117386889,1,0.129762497,0,1.067947819,0,0.65569571,0,0,0,0.4784561,0,0.574938045,0,1.033454165,1,0,1,0,0,0.469432132,1,1.24301732,1,1.531959446,1,0.5043025,0,0,0,0,0,0.470287365,1
3.002,0.875,0,0,0,0,0.281793879,1,0,0,0,0,0.538711022,0,0.490455402,0,1.643237398,1,0,0,0,0,5,0,2.343445166,1,2.116472121,1,0.694951878,1,0,0,0.02931845,0,0.544857163,1
3.336,0.975000024,0.396919974,0,0,0,0.132363224,0,0.164221515,0,0,0,0.295618256,0,0.860879494,0,1.527485197,1,0,0,0,0,2.922753642,1,1.481852424,1,0.522006549,0,0.365701423,1,0,0,0.127349869,0,0.908057606,1
3.669,0.875,0.015131111,0,0,0,0,0,0,0,0,0,1.093085897,0,0.686568218,0,1.479101345,1,0.652314395,1,0,0,4.528577293,0,0.744369122,1,0.187190459,0,0.438667287,1,0,0,0,0,0.431832798,1
4.003,0.875,0.339004181,1,0,0,0.135998212,0,0.448266279,0,0,0,0.627374249,1,0.684568004,1,1.586405166,1,0.078734399,1,0,0,0.018687272,0,0.535142567,0,0.618174667,0,0,0,0,0,0,0,0.689591447,1
4.336,0.975000024,0,0,0,0,1.141963745,1,0.161576975,0,0,0,0,0,1.102311402,1,1.867064044,1,0.222712736,0,0,0,0,1,0.483722139,0,0.027778088,0,0.201966492,1,0,0,0,0,0.773294874,1
