Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.98,1.26,1,0,0,0.86,0,0.3,0,0,0,0,1,1.04,0,0,0,0.14,0,0,1,0,0,0.25,1,0,0,0.08,0,0.89,1,0,0,1.31,0
0.334,0.98,1.21,1,0,0,0.33,0,0.4,0,0,0,0.02,1,1.16,0,0,0,0.52,0,0.22,1,0,0,0.27,1,0.06,0,0,0,1.13,1,0,0,1.45,1
0.667,0.98,1.51,1,0,0,0.03,0,0.57,0,0,0,0.14,1,1.2,0,0,0,0.62,0,0.16,1,0,0,0.01,1,0.07,0,0,0,1.34,1,0,0,1.53,1
1.001,0.98,1.2,1,0,0,0.1,0,0.79,0,0,0,0.21,1,1.22,0,0,0,0.48,0,0.46,1,0,0,0.29,1,0,0,0,0,1.07,1,0,0,1.01,1
1.335,0.98,1.23,1,0,0,0.11,0,0.78,0,0,0,0.41,1,1.19,0,0,0,0.63,0,0.34,1,0,0,0.02,0,0,0,0,0,1.1,1,0,0,1.26,1
1.668,0.98,1.12,1,0,0,0,1,0.29,0,0,0,0.01,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.06,0,0,0,0.63,0,0.01,0
2.002,0.93,1.33,1,0,0,0.13,1,0.13,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.41,0,0.36,0,0,0,0,0,0.65,0,0.09,0,0,1
2.336,0.98,1.25,1,0,0,0.64,0,0.77,0,0,0,0,0,0.46,1,0,0,0,0,0,0,0,1,0.51,0,0,0,0,0,0.78,0,0.04,0,0,1
2.669,0.98,1.04,1,0,0,0.53,0,1.18,0,0,0,0,0,0.47,1,0,0,0,0,0,0,0.15,1,0.82,0,0,0,0,0,0.84,0,0.14,0,0,1
3.003,0.93,0.9,1,0,0,0.2,0,0.98,0,0,0,0.27,0,0.32,1,0,0,0,0,0,0,0,1,0.91,0,0,0,0,0,1.27,0,0.17,0,0,1
3.337,0.93,0.99,1,0,0,0.32,1,1.15,0,0,0,0.35,0,0.48,0,0,0,0,0,0,0,0.22,1,0.56,0,0,0,0,0,1.05,0,0.17,0,0,1
3.67,0.93,1.12,1,0,0,0.71,1,0.26,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.34,1,0.83,0,0,0,0,0,0.82,0,0.18,0,0,0
4.004,0.93,1.05,1,0,0,0.61,1,0.62,0,0,0,0.08,0,0.21,0,0,0,0,0,0,0,0.09,1,0.86,0,0,0,0,0,1.14,0,0.4,0,0,0
4.338,0.93,0.93,1,0,0,0.56,1,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,1.01,0,0,0,0,0,1.15,0,0.55,0,0.04,0
4.671,0.93,1.29,1,0,0,0.85,1,0.68,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,1.06,0,0.27,0,0,0
5.005,0.93,1.01,1,0,0,0.26,1,0.16,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,1,0.57,0,0,0,0,0,1.15,0,0.48,0,0.04,0
5.339,0.93,1.06,1,0,0,0.16,1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0,0,0,0,0,0.92,0,0.56,0,0.07,0
5.672,0.98,0.73,1,0,0,0.34,1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,1,0.85,0,0,0,0,0,1.18,0,0.48,0,0,0
6.006,0.93,1.08,1,0,0,0.5,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1,0.71,0,0,0,0,0,0.94,0,0.36,0,0.15,0
