Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.88,0.06,0,0.05,0,0,1,0,0,0.05,0,0.66,0,0,0,0,1,0,0,0,0,0,0,0.34,0,0.27,0,0,0,0,1,0,0,0,0
0.333,0.88,0.57,0,0.09,0,0.03,1,0.04,0,0.18,0,0.62,0,0,0,0.06,1,0,0,0.24,0,0,0,0,0,0.09,0,0,0,0.09,0,0.04,0,0,0
0.667,0.88,0.58,0,0.07,0,0.07,1,0.02,0,0.06,0,0.68,0,0,0,0.5,1,0,0,0.31,0,0,0,0.16,0,0.05,0,0,0,0.1,0,0.1,0,0,0
1,0.88,0.8,0,0.01,0,0.16,1,0,0,0.18,0,0.58,0,0,0,0.09,1,0,1,0.32,0,0,0,0.01,0,0.02,0,0,0,0.13,0,0.08,0,0,0
1.334,0.88,0.71,0,0,0,0,1,0,0,0.09,0,0.73,0,0,0,0.09,1,0,0,0.28,0,0,0,0.12,0,0.02,0,0,0,0,0,0,0,0,0
1.667,0.88,0.69,0,0,0,0,1,0.03,0,0.11,0,0.66,0,0,0,0.22,1,0,1,0.39,0,0,0,0.03,0,0,0,0,0,0.04,0,0,0,0,0
2.001,0.88,0.65,0,0,0,0,1,0,0,0.22,0,1.05,0,0,0,0.07,1,0,1,0.34,0,0,0,0.08,0,0,0,0,0,0.19,0,0.13,0,0,0
2.334,0.88,0.4,0,0,0,0,1,0,0,0.06,0,0.76,0,0,0,0,1,0,1,0.28,0,0,0,0.29,0,0.02,0,0,0,0.02,0,0.04,0,0,0
2.668,0.88,0.67,0,0,0,0,1,0.04,0,0.13,0,0.67,0,0,0,0.23,1,0,1,0.2,0,0,0,0.29,0,0.04,0,0,0,0,0,0,0,0,0
3.001,0.88,0.66,0,0.04,0,0.02,1,0,0,0.22,0,0.52,0,0,0,0.24,1,0,0,0.2,0,0,0,0.07,0,0,0,0,0,0.06,0,0,0,0,0
