Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.88,1.96,1,0,0,0.6,1,0,0,0,0,0,0,2.59,1,0.7,1,0,0,0,0,0,0,0,0,0.11,0,0.1,0,0.77,1,0.84,1,0,0
0.334,0.98,1.77,1,0,0,0.13,0,0.07,0,0,0,0,0,1.44,1,1.33,1,0.07,0,0,0,0,0,0,0,0.06,0,0,0,1.06,1,1.01,1,0,0
0.667,0.98,1.25,0,0,0,0.63,0,0,0,0,0,0,0,0.1,1,0.02,1,0.1,0,0,0,0,0,0,1,0,0,0,0,1.23,1,0.46,1,0.23,0
1.001,0.98,1.34,0,0,0,0.58,0,0,0,0,0,0,0,1.36,1,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1,1.05,1,0.24,0
1.335,0.98,2.06,1,0,0,0.73,0,0,0,0,0,0,0,2.31,1,0.76,1,0,0,0,0,0,0,0,0,0.08,0,0,0,1.36,1,1.54,1,0,0
1.668,0.98,1.67,1,0,0,0.65,0,0,0,0,0,0,0,1.32,1,1.04,1,0,1,0,0,0,0,0,0,0,0,0,0,1.29,1,1.42,1,0,0
2.002,0.98,1.47,1,0,0,0,0,0,0,0,0,0,0,2.69,1,0.82,1,0,1,0,0,0,0,0,0,0.03,1,0,0,1.12,1,2.13,1,0,0
2.336,0.98,1.32,0,0,0,0,0,0,0,0,0,0,0,2.31,1,0.67,1,0,0,0,0,0,0,0,0,0.1,1,0.16,0,1.29,1,1,1,0,0
2.669,0.88,1.34,0,0,0,0,0,0,0,0,0,0,0,1.67,1,0.21,1,0,0,0,0,0,0,0,0,0,1,0.3,0,1,1,0.35,1,0,0
3.003,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.337,0.98,1.06,1,0,0,0,0,0.97,0,0,0,0,0,0.94,1,0,1,0,0,0,0,0.96,0,0.25,0,0.13,1,0,1,0.23,0,0.66,1,0,0
3.67,0.82,1.28,0,0,0,0,0,0.93,0,0,0,0,0,1.14,1,0,1,0,0,0,0,0.68,0,0.69,0,0.07,0,0,1,0.5,1,0.83,1,0.06,1
4.004,0.73,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.19,0,0.02,0,0.01,0,0.24,0,0,0,0.49,0
4.338,0.82,1.05,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.18,0,0.04,0,0,0,0.4,0,0.85,0,0.85,0,0,0
4.671,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.005,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.339,0.98,0,0,0.07,0,1.54,1,0.88,0,0,0,0.64,1,0,0,0,0,0.16,1,0.13,0,4.87,1,4.33,1,0.02,0,4.81,1,3.6,1,0.52,0,0,0
5.672,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.006,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34,0.98,0,1,0,0,0.98,1,0.31,0,0.93,1,0.2,1,0,1,0,1,1.29,0,0,0,5,1,4.35,1,0,0,4.65,1,0.62,1,0,0,0.28,0
6.673,0.98,0,1,0,0,0.05,0,0.06,0,0,0,0,0,0,1,0,1,1.25,1,0,0,0.83,0,0.93,0,0,0,2.8,0,0.14,1,0,0,0.97,0
7.007,0.98,2.12,0,0,0,0,0,0,0,0.02,0,0.07,0,2.39,1,0.95,1,0,0,0,0,0,0,0,0,0,0,0.08,0,1.03,1,1.3,1,0,0
7.341,0.98,1.43,1,0,0,0.37,0,0,0,0,0,0,0,2.04,1,1.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1,1.5,1,0,0
7.674,0.98,0.93,1,0,0,0,0,0,0,0,0,0,0,1.82,1,0.42,1,0,0,0,0,0,0,0.4,0,0.57,0,0,0,1.05,0,1.48,1,0,0
8.008,0.98,1.3,1,0,0,0.06,0,0.04,0,0,0,0,0,1.02,0,0,0,0.22,1,0,0,2.19,0,2.03,1,2.27,1,0.08,0,2.45,0,2.25,0,0,0
8.342,0.98,1.85,1,0,0,0,1,0,0,0,0,0,0,2.22,1,0,0,0.8,1,0,0,3,1,0.04,0,0,0,0,0,1.64,0,3.31,1,0,0
