Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.334,0.98,0.35,1,0,0,0,0,0.03,0,0,0,0.08,0,0,0,0,0,0,1,0,0,1.48,0,0.43,0,0,0,0,0,0.46,0,0.68,0,0,0
0.667,0.98,0.32,1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,1,0,0,1.77,1,0.38,0,0.06,0,0,0,0.37,0,0.53,0,0,0
1.001,0.98,0.31,1,0,0,0,0,0.21,0,0,0,0.05,0,0,0,0,0,0,1,0,0,1.47,1,0.31,0,0,0,0,0,0.41,0,0.31,0,0,0
1.334,0.98,0.44,1,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,1,0,0,1.55,1,0.34,0,0,0,0,0,0.26,0,0.39,0,0.02,0
1.668,0.98,0.3,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,1.55,1,0.43,0,0,0,0,0,0.43,0,0.59,0,0,0
2.001,0.98,0.36,1,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,1,0,0,1.68,1,0.63,0,0.09,0,0,0,0.51,0,0.44,0,0,0
2.335,0.98,0.45,1,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,1,0,0,1.53,1,0.34,0,0,0,0,0,0.57,0,0.44,0,0,0
2.669,0.98,0.16,1,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,1,0,0,1.52,1,0.33,0,0,0,0,0,0.49,0,0.48,0,0,0
3.002,0.98,0.2,1,0,0,0,0,0.03,0,0,0,0.1,0,0,0,0,0,0,1,0,0,1.49,1,0.35,0,0,0,0,0,0.43,0,0.33,0,0,0
3.336,0.98,0.45,1,0,0,0,0,0.12,0,0,0,0.07,0,0,0,0,0,0,1,0,0,1.73,1,0.32,0,0,0,0,0,0.32,0,0.24,0,0,0
