Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.875,0,0,0.846639841,1,0.775607338,1,0.921090295,1,1.463192295,1,1.337163524,1,0,0,0.525781222,0,0.41732382,1,0.898870272,1,0,1,1.429342081,1,0,0,1.42250584,0,0,0,0,0,0.403024287,1
0.334,0.875,0,0,0.852271732,1,0.040007753,1,0.597181681,1,1.291091235,1,1.452011942,1,0,0,0.400290141,1,0.275187667,1,0.54083452,1,0,1,1.13497789,1,0,0,1.434894574,0,0,0,0,0,0.624498677,1
0.667,0.875,0,0,0.85097102,1,0.946698024,1,0.853506064,1,1.377791812,1,0.841580544,1,0,0,0.193848989,1,0,0,0.381215812,1,0.524389867,1,1.200094206,1,0,0,1.105803063,1,0,0,0,0,0.280728151,1
1.001,0.875,0,0,0.972756609,1,1.402419318,1,0.490329887,1,1.077412234,1,0.327728841,1,0,1,0.173292177,1,0,1,0.417919241,1,0,0,1.677690279,1,0,0,0.935767778,1,0,0,0,0,0.935642269,1
1.334,0.925000012,0,0,0.745961829,1,1.389483461,1,0.009955247,1,0.649263404,1,0.140130479,1,0.074066197,1,1.231117821,1,0.664098694,1,0.273733612,0,0.201883195,0,1.524803376,1,0,1,0.378370967,1,0,0,0,0,1.408035324,1
1.668,0.975000024,0,0,0.390467831,1,1.339073504,1,0,0,0.13819757,1,0,1,0.42758639,1,0.932006838,1,0.348660509,0,0.12541818,0,0,0,0.981201986,1,0,1,0.217257357,0,0,0,0,0,1.04037102,1
2.001,0.925000012,0,1,0.29653208,1,1.117151953,1,0,0,0.352030827,1,0,1,0.71268897,1,1.442160969,1,0,1,0.062159224,0,0,0,0.937812749,1,0,0,0,1,0,0,0,0,0.819969664,1
2.335,0.925000012,0,0,0.383814745,1,1.85684507,1,0,0,0.00039898,0,0,1,0,1,0.028817628,1,0.87808523,1,0,0,0,1,0.866429518,1,0,0,0.23562552,1,0,0,0,0,1.537092944,1
2.669,0.925000012,0,0,0.651877742,1,1.736768537,1,0,0,0,0,0,1,0,1,0.258729351,1,0.062751703,0,0.20099937,0,0,0,0.599294646,1,0,1,0,0,0,0,0,0,1.613692797,1
3.002,0.925000012,0,0,0.56644221,1,0.838600209,1,0,0,0,0,0,1,0,0,0.353580561,1,0.9124742,0,0.573584564,1,0,0,0.33189917,1,0,0,0.129425781,0,0,0,0,0,1.173454776,1
3.336,0.875,0,1,0,0,0.461935552,0,0,0,0,0,0,1,0.939801843,0,1.164270236,1,0.747654146,1,0.55014621,1,0,0,0.485114134,1,0.083431295,0,0.517406175,0,0,0,0,0,0.770831644,1
3.669,0.875,0,1,0,0,0.445742984,0,0,0,0,0,0,1,0.615645771,0,0.53794289,1,0.554032789,1,0.613840985,1,0,0,0.363063532,0,0,0,0.502367784,0,0,0,0,0,0.97678531,1
4.003,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0.528138219,0,0.461795436,1,0.808847531,0,0.797532766,1,0,0,0.671914783,1,0,0,0.322281337,0,0,0,0,0,1.937083769,1
4.336,0.925000012,0,1,0,0,0.291443239,0,0,0,0,0,0,0,0.68150369,0,0.98421235,1,0.406704691,0,0.660748567,1,0,0,0.723948152,1,0.007565736,0,0.210035406,0,0,0,0,0,1.56585967,1
4.67,0.875,0,1,0,0,0.122595344,0,0,0,0,0,0,0,0.647985976,0,0.740464788,1,0.210287581,0,0.630290299,1,0,0,0,0,0,0,0.140937708,0,0,0,0,0,0.526286381,1
5.004,0.925000012,0,0,0,0,0.708030245,1,0,0,0,0,0,1,0.377929494,0,0.9680399,1,0.262501254,1,0.696985724,1,0,0,0.801828513,1,0,0,0,0,0,0,0,0,1.300708051,1
5.337,0.925000012,0,0,0.60874194,1,1.432383866,1,0.226365245,0,0,0,0,0,0,1,0.658534807,1,0.792791067,1,0.258256768,0,0,0,0.282600215,1,0.601164386,1,0,1,0,1,0,0,0.909448603,1
5.671,0.925000012,0,0,0.079944596,0,0,0,0,0,0,0,0,0,0.001372396,1,1.318260766,1,0.543765934,1,0.199308668,0,0,0,0.43997782,1,0.272690363,1,0,1,0,1,0,0,1.301351383,1
6.004,0.875,0,0,0.841238305,1,0.601941811,0,0,0,0.319744243,0,1.647683773,1,1.108188698,1,0.990858009,1,0.183974104,0,0,0,0,1,1.213534298,1,0.929016785,0,1.225137184,0,0.129766977,0,2.301264037,0,0,1
6.338,0.925000012,0,0,0,0,1.177166897,0,0,0,0,0,0,0,0.976265968,1,1.199231316,1,0,0,0.473109157,0,0.297621736,0,0,0,1.039576671,0,0,0,0,0,0,0,0.094574816,0
