Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.925000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653894702,1,0,0,0,0,0.31185132,1,0.188668215,1,0,1,0.073701228,1,0,1,0.905089509,1
0.334,0.975000024,0.428941523,0,0.225814861,0,0,0,0,0,0,0,0.259280431,1,0,0,0.438128765,0,0.992511898,1,0,0,0.104179658,0,0.25459655,1,0.048968498,1,0,1,0.584388441,1,0.018828252,1,0,1
0.667,0.975000024,0.814962085,0,0.219919654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358630373,0,0,1,0,0,0,1,0.673360324,1,0,0,0.790275443,1,0,1,0.21225484,1
1.001,0.975000024,0.59718427,1,0.792390038,1,2.01463166,1,0,0,0,0,0,0,1.249273566,1,1.572641525,1,0,1,1.651838007,1,0,0,0,0,0,0,0,1,0,1,0.002379242,1,0,1
1.334,0.925000012,0.0273997,1,1.266011543,1,1.253375252,1,0,0,0,0,0,0,0,0,0.217907785,1,0.963626836,1,0.798021241,1,0.450880771,0,0,0,0,0,0,1,0,1,0,1,0,1
1.668,0.975000024,0,0,0.272194021,1,0,0,0,1,0,1,0.212237993,1,0,0,0,0,0.490807577,1,0,0,0,0,0,0,1.931687004,1,0,1,0,1,0,1,1.000375894,1
2.001,0.925000012,0.743853659,0,1.315209255,0,0,1,0,1,0.728527307,1,1.128531553,1,0,0,0.862218969,0,0,0,0.266799615,1,0,0,0.296140158,0,1.09133362,1,0,1,0,1,0.347522572,0,0.074702342,1
2.335,0.824999988,0,0,0.95651799,0,0,0,0,0,0.322503774,0,1.428143869,1,0,0,0.01108031,0,0,0,0,0,0.056382794,1,1.046458824,1,0.352056529,1,0.527565766,1,0,0,0,0,0.497021324,0
2.669,0.975000024,0.554498338,1,0.03882659,0,0,1,0,0,0.100475967,0,1.223743642,1,0.929095485,1,1.964929351,1,1.193722607,0,0.757182621,0,0.171784315,1,0.677348243,1,0.124958461,1,0.858078914,0,0,0,0,0,0,0
3.002,0.975000024,0.585852517,1,0.173845325,0,0.721989348,1,0,0,0.158543658,0,1.08053872,1,1.471524794,1,2.848579367,1,2.220997577,0,0.987149254,0,0.597649237,0,0,0,0,0,0.491012817,0,0,0,0,0,0,0
