Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.975000024,0.517130304,1,0,0,0,0,0.097512266,0,0,0,0,0,1.576881374,1,0.74032738,0,1.412899106,0,0,0,0,0,1.598972107,1,0,0,0.63223592,0,0,0,0.197970211,0,0.86393826,1
0.334,0.975000024,0.559097347,1,0,0,0,0,0.275807331,0,0,0,0,0,1.650667725,1,0.373910656,0,1.38506687,0,0,0,0,0,1.169841919,1,0.022771082,0,0.126384836,0,0,0,0,0,0.958411552,1
0.667,0.975000024,0.88099493,1,0,0,0,0,0.543069055,0,0,0,0,0,1.718643289,1,0.574592177,0,0.962890623,0,0,0,0,0,1.402889356,1,0,0,0.135821101,0,0,0,0,0,0.919421207,1
1.001,0.975000024,0.613906216,1,0,0,0,0,0.749910282,0,0,0,0,0,1.981846561,1,0.935031739,0,1.162316639,0,0,0,0,0,1.295564681,1,0,0,0.332431329,0,0,0,0,0,0.640823795,1
1.334,0.975000024,0.621095974,1,0,0,0,0,0.237783803,0,0,0,0,0,1.578354583,1,3.095995051,1,0,0,0,0,1.082601168,1,2.62668126,1,0,0,0.967071608,0,1.277789161,0,1.8434527,1,0,0
1.668,0.975000024,0.717795269,1,0,0,0,0,0.398576482,0,0,0,0,0,1.612836892,1,3.567439105,1,0,0,0,0,0.329393168,1,1.902324569,1,0.326479546,0,1.101549675,0,1.130100416,0,0.883352029,1,0,0
2.001,0.975000024,0.224063747,1,0,0,0,0,0.198333463,0,0,0,0,0,1.943129094,1,0.89509597,1,1.543104974,1,0,0,0,0,1.83758699,1,0.23707279,0,0.781305574,0,0,0,0.398761993,0,0.088310944,0
2.335,0.975000024,0.482749334,1,0,0,0,0,0,0,0,0,0,0,2.003308609,1,1.190617319,1,0.805955583,1,0,0,0,0,1.581259006,1,0,0,0.579962986,0,0,0,0,0,0.190168659,0
2.669,0.875,0.781033596,1,0,0,0,0,0,0,0,0,0,1,2.140240006,1,1.1474646,1,0.545695884,0,0,0,0.045378822,0,2.009660074,1,0,0,0.538917161,0,0,0,0,0,2.236065644,1
3.002,0.925000012,0.590878757,1,0,0,0,0,0,0,0,0,0,0,1.801632991,1,0.581841269,1,0.986400568,1,0,0,0,0,1.356223572,1,0.347585243,0,0.662770514,0,0,0,0,0,1.22502528,1
3.336,0.975000024,0.501034146,1,0,0,0,0,0.229693355,0,0,0,0,0,2.044141847,1,0.872823679,0,0.536325993,1,0,0,0,0,2.14755663,1,0,0,0.621541717,0,0,0,0,0,1.292652826,1
3.669,0.975000024,0.700548434,1,0,0,0,0,0.078646018,0,0,0,0,0,2.248722713,1,0.890823557,0,1.480521803,1,0,0,0,0,1.533428647,1,0.156396684,0,0.529179794,0,0,0,0,0,1.267870276,1
4.003,0.975000024,0.572038829,1,0,0,0,0,0.264940023,0,0,0,0,0,2.008117914,1,0.739357852,0,1.127487861,1,0,0,0,0,1.434445788,1,0.273440293,0,0.109873806,0,0,0,0,0,1.479951474,1
4.336,0.975000024,0.45345835,1,0,0,0,0,0.316622021,0,0,0,0,0,1.96700946,1,0.824521778,0,1.353741586,1,0,0,0,0,1.634660974,1,0.224137262,0,0.496510891,0,0,0,0.028481767,0,0.931322736,1
4.67,0.875,0.032907132,1,0,0,0,0,0,0,0,0,0,0,1.41084862,1,0.201757688,0,0.455408161,0,0,0,0,0,1.735547347,1,0.368856524,0,0.525275345,0,0,0,0,0,0,1
5.004,0.875,0.067882353,1,0,0,0,0,0,0,0,0,0,0,1.00677823,1,0,0,0.949121495,0,0.245085635,0,0,0,1.360651663,1,0.222032055,0,0.340204247,0,0,0,0,0,0.308285919,1
5.337,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0.994638081,1,0,0,1.53664777,0,0.070929159,0,0,0,1.183175625,1,0.652269408,0,0.595114233,0,0,0,0,0,0.503526301,1
5.671,0.774999976,0.692067019,1,0,0,1.686089268,1,0,0,0,0,0,0,1.973859734,1,1.342085663,0,1.750109087,0,0.393112015,0,0.10171407,1,0.620570105,1,0.671632684,0,0.28099326,0,0,0,0.094794107,0,0,0
6.004,0.824999988,0.38436762,0,0,0,1.79086543,1,0,0,0,0,0,0,2.376085351,1,1.942314992,1,1.25704396,0,0.41380913,0,0,1,1.462066985,1,1.206586516,1,0.266793911,0,0,0,0.519708067,0,0,0
6.338,0.774999976,0.836544278,1,0,0,2.324252795,1,0,0,0,0,0,0,2.0976554,1,0.90388086,1,1.572200699,0,0.529017678,0,0,1,1.638093386,1,1.154855609,0,0.524765702,0,0.153512918,0,0.377981205,0,0,0
6.671,0.875,0.317436151,1,0,1,0,0,0,0,0,0,0.157323722,1,1.00810963,0,0.223067444,0,0.366830831,0,0.460416406,1,0,0,0.418627329,1,0.393567072,1,0,0,0,0,0,0,1.358121675,1
7.005,0.875,0.317436151,1,0,1,0,0,0,0,0,0,0.157323722,1,1.00810963,0,0.223067444,0,0.366830831,0,0.460416406,1,0,0,0.418627329,1,0.393567072,1,0,0,0,0,0,0,1.358121675,1
7.339,0.975000024,0.177263166,1,0.012407852,0,0,1,0,0,0,0,0,1,1.26310247,1,1.103203682,1,0.121915462,0,0.066166207,0,0,0,0,0,0.567575621,1,0,0,0,0,0,0,1.63754218,1
7.672,0.875,0.147185233,0,0,0,0,0,0,0,0,0,0,0,2.807961775,1,2.562471646,1,2.077924816,1,0,0,0,0,0,0,1.683208012,1,0,0,0,0,0,1,0,0
8.006,0.875,0,1,0,0,0,1,0,0,0,0,0.10042436,0,1.70453949,1,0,1,1.33586752,1,0,0,0,1,0.397892752,0,1.056255031,1,0.391015829,1,0,0,0,0,1.319779523,1
8.339,0.875,0,0,0,0,0,1,0,0,0,0,0,0,1.535864958,1,0.260914743,1,0.249151322,0,0,0,0.146035196,1,1.246396717,1,0.616154422,1,0.517442216,1,0,0,0,0,0.610211852,1
8.673,0.925000012,1.19230178,1,0,0,0.235959637,1,0,0,0,0,0,0,2.128506995,1,1.339101621,1,0.206122927,0,0,0,0.469096484,1,0.933868127,0,0.377491363,0,0.353658293,1,0,0,0,0,0.092596276,0
9.007,0.925000012,0.249279878,1,0,0,0,0,0,0,0,0,0,0,1.783029326,1,1.46798841,1,0.110068443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
