Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.925000012,0.691064964,1,0,0,0,0,0,0,0,0,1.324663505,1,0.470148396,0,2.230870561,1,1.575095629,1,0,0,0,0,0,0,0.483589072,1,0,1,0,0,0,0,2.310388895,1
0.334,0.925000012,0.298714881,1,0,0,0,0,0,0,0,0,1.608094051,1,1.069577454,0,2.384565208,1,1.419123902,1,0,0,0,0,0.087605034,0,0.255212382,1,0,1,0,0,0,0,2.436224684,1
0.667,0.975000024,0.842427619,1,0,0,0,0,0,0,0,0,1.592421134,1,0.931371958,0,2.382126602,1,1.76620614,1,0.134827601,0,0,0,0.120832215,0,0.84111388,1,0,1,0,0,0,0,2.422164883,1
1.001,0.925000012,0.5412247,1,0,0,0,0,0,0,0,0,1.718985572,1,1.068124791,0,2.907680091,1,1.588855775,1,0.104913142,0,0,0,0.196224745,0,0.302381963,1,0,1,0,0,0,0,1.706239943,1
1.334,0.925000012,0.730159686,1,0,0,0,0,0,0,0,0,1.643233127,1,1.63826153,0,3.188919549,1,0.888030318,1,0.234187429,0,0,0,0.364659869,0,0.397748003,1,0,1,0,0,0,0,1.525263292,1
1.668,0.925000012,0.841006824,1,0,0,0,0,0,0,0,0,1.770968814,1,1.277077745,0,3.18669411,1,1.139488447,1,0.164596376,0,0,0,0.227445304,0,0.511786609,1,0,1,0,0,0,0,1.904454845,0
2.001,0.925000012,0.525369597,1,0,0,0,0,0,0,0,0,1.487922877,1,1.233132468,0,3.846404892,1,1.414925937,1,0,0,0.114756244,0,0.394056855,0,0.392551194,1,0,1,0,0,0,0,0.951676794,0
2.335,0.975000024,0.366044726,1,0,0,0,0,0,0,0,0,1.660346632,1,1.201874501,0,3.120686751,1,1.005972324,1,0.063121069,0,0,0,0.292200349,0,0.66290145,1,0,1,0,0,0,0,1.204874964,0
2.669,0.975000024,0.364187081,1,0,0,0,0,0,0,0,0,1.597758293,1,1.422102724,0,3.251520699,1,0.506916534,1,0,0,0.023621857,0,0.454396855,0,0.504261769,1,0,1,0,0,0,0,0.465292034,0
3.002,0.975000024,0.302486774,1,0,0,0,0,0,0,0,0,1.387142242,1,1.281880888,0,3.548515919,1,1.104843455,1,0,0,0.044091775,0,0.35591463,0,0.257193362,1,0,1,0,0,0,0,0.170021877,0
