Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.875,0.141492287,0,1.383780033,0,0,1,0.894864746,1,0.272615093,0,1.192424862,1,0,0,1.497795421,1,0,0,0.950176654,1,1.057260973,1,1.503412769,1,0.146335043,0,0.536818924,0,0,0,0,0,0.139631439,0
0.334,0.875,0.130129204,0,1.652435579,0,0.009636195,1,1.04771296,1,0.405826268,0,0.76531688,0,0,0,1.978840882,1,0,0,1.005848962,1,0.981471108,1,0.608105925,0,0.121144159,0,0.550452407,0,0,0,0,0,0,0
0.667,0.875,0.311686778,0,1.608781397,0,0,1,0.195588199,0,0.199956016,0,0.42789832,0,0,0,2.301725239,1,0,0,0.906946266,1,0.532785978,1,0.126053653,0,0.128896053,0,0.224371545,0,0,1,0,0,0,0
1.001,0.875,0.736221511,0,1.722268117,0,0.163780751,1,0.499436651,0,0.441657321,0,0.171005864,0,0.209465478,1,1.91022724,1,0,0,1.239419031,1,0.661642088,0,0.154002498,0,0.195062703,0,0,0,0,1,0,0,0,0
1.334,0.875,0,0,0.903720641,0,1.343106498,0,0.394762102,1,0.784434632,1,1.734997975,1,0,0,0,1,0,1,1.266157217,1,0,1,0.746147935,0,0.884686715,1,1.081588378,0,0,0,0,0,0,0
1.668,0.875,0,0,0.775008125,0,0.3763594,0,1.494035458,1,0.658980925,1,0.937718675,1,0,0,0.5875045,1,0,1,1.342617442,1,0,1,0.12275781,0,0.151458143,0,1.189259615,0,0,0,0,0,0,0
2.001,0.875,0,0,1.103246221,1,0.968763526,0,1.892519187,1,0.613404376,1,1.040779107,1,0,0,0,1,0,1,1.783668223,1,0.163690096,1,0.400718963,0,0.091205969,0,1.570054491,1,0,0,0,0,0,0
2.335,0.875,0,0,1.142198276,1,1.248180673,0,1.247601601,1,0.286583469,1,0.461822588,1,0,0,0,1,0,1,1.666261516,1,0.248635164,1,1.242409044,1,0.488412914,1,1.655938763,1,0,0,0,0,0,0
2.669,0.875,0,0,0.923022421,0,1.198292468,0,1.337651094,1,0.438810045,1,1.674185742,1,0,0,0,1,0,1,1.190141768,1,0,1,1.21659174,1,1.092346604,1,1.400645448,0,0,0,0.131499212,0,0,0
3.002,0.875,0.561364417,0,1.54924439,0,0,1,0.631209152,0,0.452519657,0,0.4157608,0,0.084498277,1,2.122050075,1,0,0,1.172557766,1,0.938905356,1,0.278989756,0,0.148788755,0,0.209108362,0,0,0,0,0,0,0
3.336,0.875,0,0,1.26831958,1,1.352138641,0,1.448784102,1,1.428956368,1,1.391885174,1,0,0,0,1,0,1,1.115725252,1,0,1,0.479175318,0,0.230912112,0,0.951556118,1,0,0,0,0,0,0
3.669,0.875,0,0,1.175800927,1,1.165137361,0,1.621598991,1,1.047754872,1,2.022896021,1,0,0,0,1,0,1,1.276489853,1,0,1,0.889146584,1,0.427890587,1,1.534746346,1,0,0,0,0,0,0
4.003,0.875,0,0,1.255585614,1,1.489821764,0,1.667009003,1,1.033819468,1,0.77465956,1,0,0,0,1,0,1,1.164916773,1,0,1,1.076697449,1,0.216189463,1,1.490289195,1,0,0,0,0,0,0
4.336,0.875,0,0,1.578663047,1,0.95159551,0,1.898831559,1,0.853422245,1,0.817946821,1,0,0,0,1,0,1,1.310041173,1,0,1,1.529075941,1,1.414482126,1,1.79253193,1,0,0,0,0,0,0
4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.006,0.875,0,0,0.850422756,1,3.02321058,0,0,0,0.177541499,0,1.651635684,1,0,0,0,0,0,0,2.125503021,1,0,0,0.504277185,0,1.315870481,1,1.086246899,0,0,0,0,0,0,0
8.339,0.975000024,0,0,1.311921383,1,0,0,1.43270919,0,0.714635687,0,0,0,0.648502635,1,0,1,1.469781789,0,0.30125902,0,3.341380903,1,2.696559145,1,0,0,2.786154361,1,0.480347038,1,0,0,0,0
8.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
