Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.875,0.742467101,0,1.034740773,1,1.44863831,1,2.342211769,1,1.27919752,0,2.008753501,1,0,0,0,1,0,1,0.490635855,0,0.0006373,1,1.469597067,1,1.982211649,1,0,1,0,0,0,1,0.532217255,1
0.334,0.875,0.386728203,0,1.056156399,1,1.457821056,1,2.510063499,1,1.377831361,0,2.436832069,1,0,0,0,1,0,0,0.353894256,0,0,1,1.954383883,1,1.784449934,1,0,1,0,0,0,1,0.542484335,1
0.667,0.875,0.603015782,0,1.152811947,1,1.663550799,1,2.407026701,1,1.54506596,0,2.573680107,1,0,0,0,1,0,0,0.422938556,0,0.409329649,1,1.548720947,1,2.196028794,1,0,1,0,0,0,0,0.479275352,1
1.001,0.875,0.951435235,0,1.204690488,1,1.079912941,1,2.441008793,1,1.548119527,0,2.431646135,1,0,0,0.024319893,1,0,0,0.474016902,0,0.41965938,1,2.322912474,1,1.665107809,1,0,1,0,0,0,0,1.085996457,1
1.334,0.875,0.635336067,0,1.124522702,1,1.423967387,1,1.064421227,1,0.999572049,1,1.535046031,1,0,1,0.209591177,1,0,1,0.362108012,0,0.277098152,1,1.566910127,1,0.900542873,1,0.097238769,1,0,0,0,0,1.006735959,1
1.668,0.875,0.326003261,0,0.751032831,1,0.906551075,1,1.669631241,1,0.620035612,0,1.413795964,1,0,0,0.397081018,1,0,0,0.185341175,0,0,1,1.274274944,1,0.287410739,1,0,0,0,0,0,0,0.486489622,1
2.001,0.925000012,0.600271409,0,1.421471085,1,0.477361555,1,2.325611717,1,0.925801619,0,3.258550832,1,0,1,0.49679802,1,0,0,0.642639343,1,0.844410991,1,0.89698611,0,0.873412263,1,0,0,0,0,0,0,1.329759897,1
2.335,0.875,0.159304269,0,1.367654784,1,0.420418289,1,1.325542955,1,0,0,2.947542229,1,0.248944842,1,2.114927798,1,0,0,0.661345167,1,0.450418768,1,0.082118575,0,0.307848004,0,0,0,0,0,0,0,1.913620152,1
2.669,0.875,0.073764076,0,1.457367578,1,0.488050054,1,1.204358702,1,0.215775867,0,2.237259543,1,0.01507176,1,1.014710493,1,0,0,0.831972853,0,0.213130953,1,0.391957608,0,0.116012594,1,0,0,0.019406134,0,0,0,1.505895964,0
3.002,0.875,0,0,1.220757874,1,0,1,0.407114997,0,0.331067547,0,1.964448368,1,0.585406055,1,1.601990994,1,0,0,0.748752763,1,0.437530029,1,0.496890626,0,0,0,0,0,0,0,0,0,1.270692394,1
3.336,0.875,0,0,0.805465745,1,0.209244361,0,1.790667263,1,0.914382129,0,3.221932096,1,0,0,0,0,0,0,0.353047396,0,1.209921983,1,0,0,0.950676447,1,0,0,0.283074044,1,0,0,0.363395187,1
3.669,0.875,0.738012058,1,0.962064362,1,0.281602829,1,1.786744995,1,0.481264026,0,2.8183536,1,0,1,0.933885082,1,0,0,0.856960831,1,0.857363105,1,0.717868742,0,0.09284277,1,0,1,0,0,0,0,1.350169892,1
4.003,0.875,0,0,0.544143381,0,0,1,0.199751121,0,0,0,1.298729057,1,1.538456136,1,2.753736049,1,0,0,1.042547115,1,0,0,1.046569091,1,0,0,0,0,0,0,0,0,0.961720158,1
4.336,0.875,0.398708808,1,0.598354716,0,0,1,0.225383491,0,0.245969028,0,1.144198137,1,1.666098346,1,2.796222292,1,0,0,1.481088604,1,0,0,0.923813437,1,0,0,0.186549423,0,0,0,0,0,0.678267743,0
4.67,0.875,0.189928752,1,0.648361668,0,0,1,0.338097626,0,0.416439717,0,0.617940136,1,1.318789105,1,3.070113124,1,0,0,1.660347971,1,0,0,0.656469934,1,0,0,0,0,0,0,0,0,0.550904306,1
5.004,0.875,0.662174361,1,1.165821481,1,0,1,0.605164421,0,1.012852079,0,1.051262347,1,1.086088469,1,3.287615871,1,0,0,1.02322622,0,0,0,0.421702335,1,0,0,0.298470785,0,0,0,0,0,0.137309046,1
5.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.004,0.875,0.328022679,1,0.149760004,0,1.346711956,1,0,0,0.041041016,0,0.897793038,1,1.442493397,1,2.387285505,1,0,0,1.543835879,0,0,0,0.780790403,1,0.202507329,0,0.267365271,0,0,0,0.085053731,0,1.402719357,1
6.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.005,0.875,0.093624829,0,0.949070783,0,1.01978422,1,3.466295634,1,1.925683941,0,3.063322136,1,0,0,0,0,0,1,0.94761214,0,0.951464502,1,2.622249895,1,2.771280433,1,0,0,0,0,0.588999207,1,0.529666607,1
7.339,0.975000024,1.657265649,1,0.217350225,0,0,0,2.725140933,0,0,0,0,0,1.081586182,1,1.030349981,1,0,1,0,0,5,1,4.239938751,1,2.840476631,1,0,1,0.804695981,0,3.267571541,1,0.373496071,0
7.672,0.925000012,0,0,0.305370966,0,1.083143017,1,1.404102673,1,0.843893583,1,0.853184899,1,0,0,0.224451689,1,0,0,0.196040846,0,0.301707663,1,0.84213671,1,0.344590441,1,0,0,0,0,0,1,0,1
8.006,0.875,0,0,0.309902155,0,0.81886236,1,1.373542069,1,0.811767782,1,1.110605766,1,0,0,0,1,0,0,0.009134425,0,0.242311255,1,0.853874253,1,0,0,0,0,0,0,0,0,0,1
8.339,0.875,0.021606994,0,1.480220669,1,0.760572567,1,1.379321036,1,0.430770865,0,2.481536213,1,0,1,0.755698602,1,0,0,0.471454713,0,0.307292284,1,0.183790847,0,0.518993237,1,0,0,0,0,0,0,0.689606167,1
8.673,0.875,0.317617551,1,0,0,0.043081198,1,1.195699139,0,0,0,0.71263297,1,1.465263877,1,2.209484897,1,0,1,0,0,0,1,0.44420965,0,0,0,0.307552267,0,0,0,0,0,0.171708149,1
9.007,0.875,0.532452691,1,0,0,0,0,0.866935466,0,0,0,0.139955854,1,2.53254607,1,3.863741846,1,0,0,0,0,0,0,0.202968458,0,0.804311265,0,1.297422255,0,0,0,0,0,0,1
9.34,0.875,0,0,0.376594003,0,1.001739559,0,0,0,0.993912341,1,0,0,0,0,0,0,0,0,0.886307538,1,0,1,2.327863368,1,4.019054634,1,0,1,0,0,0,0,0.123810607,0
