Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.334,0.875,0.133199747,1,1.069862033,0,2.451429804,1,0.710462112,1,1.433374444,1,1.522382344,1,0,0,1.334008713,1,0.223973124,0,1.38355755,1,0,0,0.897959089,1,1.134702828,1,0.808949113,1,0,0,0,0,0.538239647,1
0.667,0.875,0.314773001,1,1.194417932,0,2.129143286,1,0.431472093,1,1.25106118,1,2.169018699,1,0,0,2.394264015,1,0,0,1.290075482,1,0,0,0.251899609,0,0.553100715,1,0.52010704,1,0,1,0,0,0,1
1.001,0.975000024,0.3725938,1,1.318559624,0,3.074688046,1,0.436546383,1,1.702972243,1,2.08368706,1,0.343411156,1,2.335826147,1,0,0,1.134335959,1,0,0,0.360096422,1,0.415257873,1,0.500480706,1,0,0,0,0,0,1
1.334,0.875,0.083695085,1,1.377027724,0,3.117606573,1,0.807368068,1,1.428394924,0,2.213981332,1,0.653394806,1,1.721404744,1,0,0,0.855778257,1,0.138433153,0,0.082763554,0,0.893821706,1,0.105968872,1,0,1,0,0,0,1
1.668,0.875,0.677633696,1,0.967602133,0,3.163749098,1,0.340690306,1,1.348163269,1,3.000877954,1,0,0,3.127585766,1,0,0,1.686697423,1,0,1,1.622079471,1,2.125787693,1,1.230642766,1,0,0,0,0,0.648071467,1
2.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.669,0.875,0.414601385,1,0.549341204,0,2.359904842,1,0.733255849,1,1.221227627,1,2.531976691,1,0.312106599,0,2.55476477,1,0.284841841,0,1.037288334,1,0,1,1.438039342,1,2.843789053,1,1.823353007,1,0,0,0,0,0.451990187,1
3.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.003,0.774999976,0.144991322,0,0.353366707,0,0.841280285,1,0,0,0.798981797,0,0,0,0.743124698,0,1.512925358,1,0.129980259,1,0,0,1.058112979,1,1.901033078,1,0.535203917,0,0.409178463,0,0,0,0,0,0,1
4.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.672,0.875,0,0,0,0,0,0,0,0,0,0,0,0,2.356451869,1,1.763877593,1,0.210017884,0,2.000091076,0,0.439052733,0,4.192312284,1,1.0505487,1,1.181948049,0,0,0,1.149679671,0,0,0
8.006,0.875,0.792640583,1,0.801932771,0,3.36782425,1,1.492622578,1,0.619659694,0,2.381082892,1,0.707532722,0,3.401636188,1,1.698384767,0,1.781652269,1,0.386251617,1,2.428304399,1,2.315772222,1,0.863055897,1,0,0,0,0,0,1
8.339,0.975000024,0,0,0,0,1.872481868,1,0.29453169,1,0,0,1.296939461,1,1.369356135,0,2.247603747,1,0.093414882,1,1.611721711,1,0.633193809,1,0.770001714,1,2.121763058,1,0,0,0,0,0,0,0.029555945,1
8.673,0.975000024,0.151547685,0,0,0,1.982857004,1,0,0,0,0,1.020015053,1,1.091544652,0,1.64867407,1,0,1,1.127570476,1,0.278886148,1,0.392394947,1,1.722652761,1,0,0,0,0,0,0,0.566255072,1
9.007,0.975000024,0,0,0,0,0,0,1.326229312,0,0,0,0,0,1.159123861,0,1.380725571,0,0,1,0.614518391,0,1.161979137,0,0,0,1.143017936,0,0,0,0,0,0,0,0.347592322,0
9.34,0.975000024,0,0,0,0,0.136756746,0,1.565037984,0,0,0,0,0,1.191405115,0,1.454807635,0,0.145872781,1,0.52716972,0,1.99836881,1,0,0,1.623785166,1,0,0,0,0,0,0,0.067168821,0
9.674,0.975000024,0,0,0,0,0.058401405,0,1.368367405,0,0.042566804,0,0,0,1.506801392,0,1.244086071,0,0,1,0.66786487,0,1.748887705,1,0,0,0.740085864,0,0,0,0,0,0,0,0.473782171,0
10.007,0.975000024,0.869523527,1,0,0,1.920909901,1,0,0,0,0,0.771099647,1,1.452004701,1,1.104152625,1,0.328123459,1,1.294736264,1,0.649501585,1,0.685047583,1,2.07115844,1,0.8703993,0,0,0,0,0,0,1
10.341,0.975000024,0,1,0,0,0.535605793,0,1.798977578,0,0,0,0,0,1.153981366,0,0.602292403,0,0.007852616,1,0.188662506,0,2.77469266,0,0.657729315,0,0,0,0,0,0,0,0,0,0.501363469,0
10.674,0.975000024,0,0,0,0,0.35085748,0,1.299798461,0,0,0,0,0,1.351133757,0,1.217051685,0,0,0,0.488599111,0,1.379021157,1,0.913568365,0,0.674991626,0,0,0,0,0,0,0,0,0
11.008,0.975000024,0,0,0,0,1.26137508,1,0.11707665,0,0,0,0.972247229,1,1.505314053,0,2.188129561,0,0.044998676,0,0.499786905,0,0.822374752,1,0.981551317,1,2.182449087,1,0.293585127,1,0,0,0,0,0.884972369,1
11.342,0.875,0.24863929,1,0,0,0.957343027,0,0,0,0,0,0,1,0.797299182,1,2.300809555,1,0,0,0,0,0.468837793,0,1.382601728,1,0.122322061,1,0,1,0,0,0,0,1.016360425,1
11.675,0.975000024,1.08807161,1,0,0,1.114265745,0,0,0,0,0,0,0,0.01828614,0,1.438240465,1,0.434552001,0,0,0,0.53878491,0,0.896157878,1,0,0,0.132626851,0,0,0,0,0,0,1
12.009,0.975000024,0.588288451,0,0,0,1.286610103,0,0.506688427,1,0,0,0.787374597,1,1.730285243,0,3.077121908,1,0.618224634,1,0.194755855,0,0.228167349,1,0.860966341,1,1.349698474,1,0.349311661,0,0,0,0,0,1.130437566,1
