Originating Time,Confidence,AU04_i,AU04_o,AU06_i,AU06_o,AU07_i,AU07_o,AU10_i,AU10_o,AU12_i,AU12_o,AU14_i,AU14_o,AU01_i,AU01_o,AU02_i,AU02_o,AU05_i,AU05_o,AU09_i,AU09_o,AU15_i,AU15_o,AU17_i,AU17_o,AU20_i,AU20_o,AU23_i,AU23_o,AU25_i,AU25_o,AU26_i,AU26_o,AU45_i,AU45_o
0,0.925000012,1.228946611,1,0.962378799,1,0,1,0,0,0,0,0.565384164,1,0,0,0.167951082,0,0,0,0.907225006,1,0,0,0,0,1.017389587,1,0.105867667,1,0,0,0,0,1.020183329,1
0.334,0.975000024,0.745762931,0,0.593886159,0,0.036466437,1,0,0,0,0,0.441930021,1,0,0,0.328617142,0,0,0,1.077772779,1,0,0,0,0,0.610376201,1,0.043454123,1,0,0,0,0,1.786086882,1
0.667,0.925000012,1.1312663,0,0.626293131,0,0,1,0,0,0,0,0.015774583,1,0,0,0,0,0,0,1.010206864,1,0,0,0,0,0.904459813,1,0.143451538,0,0,0,0,0,1.301422431,1
1.001,0.925000012,0.852056539,0,0.608624305,0,0,1,0,0,0,0,0.322224173,1,0,0,0,0,0,0,1.077570069,1,0,0,0,0,0.569484079,1,0.133183504,1,0,0,0,0,1.353829459,1
1.334,0.925000012,1.212807087,1,0.64403047,0,0,1,0,0,0,0,0.409773791,1,0,0,0,0,0,0,1.192313161,1,0,0,0,0,0.475422764,1,0.093773477,1,0,0,0,0,1.403259074,1
1.668,0.925000012,1.326118908,1,0.645748643,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.955930153,1,0,0,0,1,0.66019904,1,0.239265879,1,0,0,0,0,0.99022503,1
2.001,0.925000012,0.993021887,1,0.344564768,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.008963785,1,0,0,0,0,0.26502868,1,0.042055175,1,0,0,0,0,1.13036563,1
2.335,0.975000024,0.901222536,0,0.500104191,1,1.332668403,1,0,0,0,0,0,1,0.04177049,1,0,1,0,0,1.226248311,1,0,1,0,0,0.072728215,1,0,0,0,0,0,0,0,1
2.669,0.975000024,0.94978593,1,0.494653143,1,0.651766774,1,0,0,0,0,0.228547189,1,0.691113459,1,0,1,0,0,1.178166823,1,0,1,0,0,0.050239323,1,0,0,0,0,0,0,0,1
3.002,0.975000024,0.672332408,1,0.264176304,0,0.754703442,1,0,0,0,0,0,1,0.58531979,1,0,1,0,0,1.372128575,1,0,1,0,0,0.263678683,1,0,0,0,0,0,0,0.878807017,1
